competitor,product,brand,type,status,vos_product_url,review_note,in_stock_flavours,flavours_in_stock,other_variants_in_stock,price_from,listings,example_listing,competitor_url,more_urls,closest_vos_product,closest_vos_score
ninja-vapes.co.uk,orca vape san dynasty replacement pods (3pack),orca vape,pods,not on VOS (reviewed),,"VOS only has the Orca San Dynasty PRO pod kit, not plain San Dynasty replacement pods.",0,,"resistance: 0.4ohm, 0.6ohm, 0.8ohm",8.99,1,Orca Vape San Dynasty Replacement Pods (3PACK) | Only £8.99,https://www.ninja-vapes.co.uk/product/orca-vape-san-dynasty-replacement-pods,,,
ninja-vapes.co.uk,oxva bipod refillable pods,oxva,pods,not on VOS (reviewed),,"OXVA Bipod is not among VOS's Oxva pod ranges (Xlim, Artio, Nexlim, Oneo, etc.).",0,,resistance: 0.8ohm,7.95,1,OXVA Bipod Refillable Pods,https://www.ninja-vapes.co.uk/product/oxva-bipod-refillable-pods,,,
ninja-vapes.co.uk,pod salt pyne pod 2-in-one pods,pyne pod,pods,not on VOS (reviewed),,Pod Salt Pyne Pod 2-in-One is a different product from VOS's Pyne Pod Click range.,14,fresh mint; lemon lime; mango ice; mango peach; mix berry ice; mr.blue; pineapple ice; pineapple passion; raspberry mojito; spearmint; strawberry; strawberry watermelon; summer punch; watermelon ice,,4.99,1,Pod Salt Pyne Pod 2-in-One Pods | Only £4.99 | Any 3 for £14,https://www.ninja-vapes.co.uk/product/pod-salt-pyne-pod-2-in-1-pods,,,
ninja-vapes.co.uk,Rpm 4 Refill Pods By,smok,pods,not on VOS (reviewed),,VOS sells the SMOK RPM4 vape kit only; no RPM4 replacement pods found.,0,,colour: smok,3.95,1,RPM 4 Replacement Pods by SMOK,https://www.ninja-vapes.co.uk/product/rpm-4-replacement-pods-by-smok,,smok nord 4 replacement pods,0.4
ninja-vapes.co.uk,Solus 2 Refill Pods By,smok,pods,not on VOS (reviewed),,VOS has a Solus pod kit (not 'Solus 2') and no Solus/Solus 2 replacement pods listed.,0,,colour: smok,6.95,1,Solus 2 Replacement Pods by SMOK,https://www.ninja-vapes.co.uk/product/solus-2-replacement-pods-by-smok,,smok nord 2 replacement pods,0.4
ninja-vapes.co.uk,smok fetch mini replacement pods,smok,pods,not on VOS (reviewed),,"VOS only has Fetch Pro RPM pods, not Fetch Mini replacement pods.",0,,,2.75,1,Smok Fetch Mini Replacement Pods,https://www.ninja-vapes.co.uk/product/smok-fetch-mini-replacement-pods,,Refill Pods,0.45
ninja-vapes.co.uk,smok morph pod-40 replacement pods,smok,pods,not on VOS (reviewed),,VOS sells the Morph Pod-40 kit only; no separate replacement pods listed.,0,,,4.95,1,SMOK Morph Pod-40 Replacement Pods,https://www.ninja-vapes.co.uk/product/smok-morph-pod-40-replacement-pods,,,
ninja-vapes.co.uk,smok nord c replacement pods,smok,pods,not on VOS (reviewed),,"No Nord C specific replacement pods on VOS, only the Nord C kit and generic/other Nord pod versions.",0,,,5.95,1,SMOK Nord C Replacement Pods,https://www.ninja-vapes.co.uk/product/nord-c-replacement-pods,,Smok Nord Refill Pods,0.45
ninja-vapes.co.uk,smok pozz x rpm replacement pods,smok,pods,not on VOS (reviewed),,No SMOK Pozz X or Pozz X RPM pods found anywhere in VOS's SMOK catalog.,0,,,5.99,1,Smok Pozz X RPM Replacement Pods,https://www.ninja-vapes.co.uk/product/smok-pozz-x-rpm-replacement-pods,,Refill Pods,0.45
ninja-vapes.co.uk,smok rpm c replacement pods,smok,pods,not on VOS (reviewed),,"VOS only has the SMOK RPM C pod kit, not replacement pods for it.",0,,,4.95,1,SMOK RPM C Replacement Pods,https://www.ninja-vapes.co.uk/product/smok-rpm-c-replacement-pods,,smok rpm 2 replacement pods pack of 3,0.3
ninja-vapes.co.uk,smok rpm lite replacement pods 2ml (3pack),smok,pods,not on VOS (reviewed),,No RPM Lite replacement pods anywhere in VOS's SMOK catalog.,0,,,5.99,1,Smok RPM Lite Replacement Pods 2ML (3PACK),https://www.ninja-vapes.co.uk/product/smok-rpm-lite-replacement-pods-3-pack,,Refill Pods,0.45
ninja-vapes.co.uk,snowwolf afeng cartridge pods (2 pack),snowwolf,pods,not on VOS (reviewed),,VOS's Snowwolf lineup has no Afeng cartridge pods; lookalikes are all other brands' pod cartridges.,0,,,4.99,1,Snowwolf Afeng Cartridge Pods (2 Pack),https://www.ninja-vapes.co.uk/product/snowwolf-afeng-cartridge-pods-2-pack,,,
ninja-vapes.co.uk,uwell gpp alpha replacement pods (4pack),uwell,pods,not on VOS (reviewed),,VOS has standard Caliburn GPP pods but no 'GPP Alpha' variant listed.,0,,"resistance: 0.4ohm, 0.6ohm, 0.9ohm, 1.2ohm",10.99,1,Uwell GPP Alpha Replacement Pods (4PACK) | Only £10.99,https://www.ninja-vapes.co.uk/product/uwell-gpp-alpha-replacement-pods,,Refill Pods,0.45
ninja-vapes.co.uk,Vapengin Venus 600 Prefilled Pods,vapengin,pods,not on VOS (reviewed),,"Vapengin Venus 600 is not among VOS's Vapengin range (Martian X, Martian X Lite, Mercury).",19,banana ice; blueberry cherry cranberry; cherry cola; cherry ice; cherry lime raspberry; cool mint; fizzy guava; ice pop; lemon lime; mr bull; peach ice; pineapple ice; strawberry ice; strawberry raspberry cherry; strawberry watermelon; tobacco; tropical rainbow sky; vmt bull; watermelon ice,,4.49,2,Vapengin Venus 600 Prefilled Pods | Only £4.49 | Any 3 for £12,https://www.ninja-vapes.co.uk/product/vapengin-venus-prefilled-pods,https://www.ninja-vapes.co.uk/product/box-of-10-vapengin-venus-600-prefilled-pods,,
ninja-vapes.co.uk,vapes bar ghost 4 in 1 refill pods,vapes bars,pods,not on VOS (reviewed),,VOS sells the Vapes Bars Ghost 2400 4-in-1 prefilled pod KIT but no standalone refill/replacement pods for it.,17,fizzy 1; fizzy 2; lemon 1; lemon 2; mint 1; mint 2; mix 1; mix 2; mix berry 1; mix berry 2; pineapple 1; pineapple 2; plum 1; plum 2; strawberry 1; strawberry 2; tobacco,,4.99,1,Vapes Bar Ghost 4 in 1 Refill Pods | Only £4.99 | Any 3 for £12,https://www.ninja-vapes.co.uk/product/vapes-bar-ghost-4-in-1-refill-pods,,ghost pro 8000+ refill pods – clearance price,0.07
ninja-vapes.co.uk,voopoo argus bar neon 2k prefilled refill pod,voopoo,pods,not on VOS (reviewed),,No VooPoo Argus Bar Neon 2K prefilled refill pod on VOS; only unrelated Argus Bar Prime 6000 (different model/puffs) exists.,4,pineapple ice; strawberry raspberry; triple mango; watermelon ice,,4.99,1,VooPoo Argus Bar Neon 2K Prefilled Refill Pod | Only £4.99 | Any 3 for £12,https://www.ninja-vapes.co.uk/product/voopoo-argus-bar-neon-2k-prefilled-pod,,voopoo argus replacement pods,0.45
ninja-vapes.co.uk,voopoo tpp replacement pod 5.5ml,voopoo,pods,not on VOS (reviewed),,"VOS only has TPP-X pod tank and TPP coils, not the original TPP replacement pod (5.5ml) itself.",0,,"colour: black, gun metal, silver",5.99,1,Voopoo TPP Replacement Pod 5.5ml,https://www.ninja-vapes.co.uk/product/voopoo-tpp-replacement-pod-55ml,,,
ninja-vapes.co.uk,voopoo vfl replacement pod,voopoo,pods,not on VOS (reviewed),,No Voopoo VFL replacement pod appears anywhere in VOS's Voopoo catalogue.,0,,,12.99,1,Voopoo VFL Replacement Pod,https://www.ninja-vapes.co.uk/product/voopoo-vfl-replacement-pod,,,
ninja-vapes.co.uk,vuse pro refill pods,vuse,pods,not on VOS (reviewed),,VOS carries Vuse Ultra and Vuse Go Reload lines but no Vuse Pro refill pods.,7,menthol; mint ice; spearmint ice; strawberry ice; strawberry kiwi; vanilla.; watermelon ice,,6.49,1,Vuse Pro Refill Pods,https://www.ninja-vapes.co.uk/product/vuse-pro-pod-nic-salt-refills,,,
ninja-vapes.co.uk,clew nicotine pouches,?,pouch,not on VOS (reviewed),,"Clew is not among the pouch brands VOS stocks (Iceberg, Kingston, Cuba, Velo, Cobra, Siberia, Snu, Ice, IVG).",9,blueberry; citrus; coffee; cool mint; golden tobacco; menthol; spearmint; watermelon; wintergreen,"strength: 10mg, 20mg, 5mg",4.99,1,Clew Nicotine Pouches | Only £4.99 | Any 3 for £12,https://www.ninja-vapes.co.uk/product/clew-nicotine-pouches,,,
ninja-vapes.co.uk,cuba ninja edition nicotine pouches,?,pouch,not on VOS (reviewed),,VOS has regular Cuba and Cuba Black pouches but no 'Cuba Ninja Edition' line (appears to be a store-exclusive co-brand).,2,pinacolada; strawberry,,3.99,1,Cuba Ninja Edition Nicotine Pouches | Only £3.99 | Any 3 for £9,https://www.ninja-vapes.co.uk/product/cuba-ninja-edition-nicotine-pouches,,cuba nicotine pouches,0.55
ninja-vapes.co.uk,garant nicotine pouches,?,pouch,not on VOS (reviewed),,Garant is not among the pouch brands VOS stocks.,2,mango lime; pineapple,,3.99,1,Garant Nicotine Pouches | Only £3.99 | Any 3 for £9,https://www.ninja-vapes.co.uk/product/garant-nicotine-pouches,,,
ninja-vapes.co.uk,ghost nicotine pouches,?,pouch,not on VOS (reviewed),,"Ghost-brand nicotine pouches are not in VOS's pouch lineup (only Ghost vape bars/e-liquid, not pouches).",6,blueberry ice; citrus; freeze; ice spearmint; mango; spearmint,"strength: 16mg, 25mg, 6mg",4.99,1,Ghost Nicotine Pouches | Only £4.99 | Any 3 for £12,https://www.ninja-vapes.co.uk/product/ghost-nicotine-pouches,,,
ninja-vapes.co.uk,helwit nicotine pouches,?,pouch,not on VOS (reviewed),,Helwit is not among the pouch brands VOS stocks.,11,banana; blueberry; cherry; cola; menthol; mint; mocha; orange; pear; salmiak; violet,"strength: 12mg, 15mg, 7mg, 9mg",4.99,1,Helwit Nicotine Pouches | Only £4.99 | Any 3 for £12,https://www.ninja-vapes.co.uk/product/helwit-nicotine-pouches,,,
ninja-vapes.co.uk,Pouches By Ghost,ghost,pouch,not on VOS (reviewed),,Ghost-brand nicotine pouches are not in VOS's pouch lineup.,5,blueberry ice; citrus; freeze; ice spearmint; mango,strength: 6mg,6.99,5,Blueberry Ice Nicotine Pouches by GHOST,https://www.ninja-vapes.co.uk/product/blueberry-ice-ghost,https://www.ninja-vapes.co.uk/product/ice-spearmint-ghost-nicotine-pouches https://www.ninja-vapes.co.uk/product/citrus-ghost-nicotine-pouches https://www.ninja-vapes.co.uk/product/freeze-ghost-nicotine-pouches,,
ninja-vapes.co.uk,100Ml Shortfill E-Liquid,?,shortfill,not on VOS (reviewed),,URL suggests a 'Darwin' range shortfill; no matching brand/range appears in VOS's shortfill lookalikes.,41,apple mango; apple raspberry blackcurrant; banana custard; blackcurrant menthol; blackjack chews; blue crystal; blue raspberry lemonade geek range; blue slush; blueberry gum; blueberry sour raspberry; bubblegum; caramel tobacco bronze blend; cherry bomb; cherry ice; cherry menthol; cola; cola menthol; cookies cream; creamy vanilla custard; ice mint; juicy mango; lemon tart; menthol; menthol waves; ninja treats ice strawberry; ninja vapes bubblegums milions; ninja vapes ice strawberry; ninja vapes rainbow fizzy rainbow; pineapple; pink lemonade; purple blood ninja vapes; red a geek range; strawberry cheesecake; strawberry ice cream geek range; strawberry mango; strawberry watermelon; strawberry watermelon lemonade; summer berry slush; sweet strawberry; tangy orange ice; tropical fruit ice,,4.99,42,Tropical Fruit Ice 100ml Shortfill E-Liquid,https://www.ninja-vapes.co.uk/product/tropical-fruit-ice-shortfill-darwin,https://www.ninja-vapes.co.uk/product/strawberry-watermelon-lemonade-my-liquids https://www.ninja-vapes.co.uk/product/bronze-blend-nasty-juice https://www.ninja-vapes.co.uk/product/blueberry-sour-raspberry-bar-series-100ml,,
ninja-vapes.co.uk,100Ml Shortfill E-Liquid Power,?,shortfill,not on VOS (reviewed),,URL suggests a 'Power'/JNP range shortfill; no matching brand/range appears among VOS's shortfill options.,19,berry lemonade ice; copper cola; fresh mint; frozen pineapple; lemon lime; passion lemonade; raspberry pear; shock fizzy; sour apple; sour cherry; spark watermelon mojito; strawberry lemonade berry; tropical fruit; tropical fruity; vimtonic; watermelon candy; watermelon candy gummies; watermelon ice; watermelon mojito,,6.69,5,Berry Lemonade Ice 100ml Shortfill E-liquid Power,https://www.ninja-vapes.co.uk/product/berry-lemonade-power-jnp,https://www.ninja-vapes.co.uk/product/juice-n-power-100ml-eliquid-shortfill https://www.ninja-vapes.co.uk/product/juice-n-power-eliquid-spark-watermelon-mojito-50ml https://www.ninja-vapes.co.uk/product/juice-n-power-eliquid-watermelon-candy-gummies-50ml,,
ninja-vapes.co.uk,E-Liquid Cherry Menthol 100Ml Shortfill,?,shortfill,not on VOS (reviewed),,"Flavours field names 'Ninja Vapes' - this is the competitor's own house-brand shortfill, not sold by VOS.",2,ninja treats; ninja vapes,,4.99,2,Ninja Vapes E-Liquid Cherry Menthol 100ml Shortfill,https://www.ninja-vapes.co.uk/product/120-ml-cherry-menthol-shortfill,https://www.ninja-vapes.co.uk/product/cherry-menthol-120-ml-shortfill,kingston menthol range shortfill 100ml e-liquid,0.25
ninja-vapes.co.uk,E-Liquid Dragons 100Ml Shortfill,?,shortfill,not on VOS (reviewed),,No 'Dragons Blood' shortfill listed among VOS lookalikes.,1,blood,,4.99,1,E-Liquid Dragons Blood 100ml Shortfill,https://www.ninja-vapes.co.uk/product/120-ml-dragons-blood-shortfill,,,
ninja-vapes.co.uk,E-Liquid Lemon And Lime Lemonade 200Ml,?,shortfill,not on VOS (reviewed),,No Calypso brand product found among VOS lookalikes.,1,calypso,,10.99,1,Calypso E-Liquid Lemon & Lime Lemonade 200ml,https://www.ninja-vapes.co.uk/product/calypso-e-liquid-lemon-and-lime-lemonade-200ml,,,
ninja-vapes.co.uk,E-Liquid Pineapple Limeade 200Ml,?,shortfill,not on VOS (reviewed),,No Calypso brand product found among VOS lookalikes.,1,calypso,,10.99,1,Calypso E-Liquid Pineapple Limeade 200ml,https://www.ninja-vapes.co.uk/product/calypso-e-liquid-pineapple-limeade-200ml,,,
ninja-vapes.co.uk,E-Liquid Triple Melon Lemonade 200Ml,?,shortfill,not on VOS (reviewed),,No Calypso brand product found among VOS lookalikes.,1,calypso,,10.99,1,Calypso E-Liquid Triple Melon Lemonade 200ml,https://www.ninja-vapes.co.uk/product/calypso-e-liquid-triple-melon-lemonade-200ml,,,
ninja-vapes.co.uk,bams 100ml e-liquid shortfill,?,shortfill,not on VOS (reviewed),,No BAMS brand product found among VOS lookalikes.,4,birthday cannoli; captain cannoli; original cannoli; strawberry cannoli,,9.99,1,BAMS 100ml E-Liquid Shortfill,https://www.ninja-vapes.co.uk/product/bams-100ml-shortfill-e-liquids,,,
ninja-vapes.co.uk,bango 100ml shortfill e-liquids,?,shortfill,not on VOS (reviewed),,No Bang/Bango 100ml shortfill found among VOS lookalikes for this row.,36,atomic fireball; b3; blackcurrant; blackcurrant bubblegum; blackcurrant lemonade; blue rasberry; blueberry; blueberry bubblegum; blueberry lemonade; blueberry pomegranate; cherry; cranberry grape; crazy sour; fizzy cola; frozen berry; grape; grape strawberry; gummy berry; lemon; lemon fizzy; lemon lime; malaysian mango; mango; mr blue; mr menthol; peach mango; pink lemonade; pnkman; rainbow; red bullys; refresher; sour blue raspberry; strawberry grape; strawberry kiwi; tastey tropiks; tutti fruiti,,6.99,1,Bango 100ml Shortfill E-Liquids | Only £6.99,https://www.ninja-vapes.co.uk/product/bang-100ml-shortfill-e-liquids,,,
ninja-vapes.co.uk,custard monster 100ml shortfill e-liquid,?,shortfill,not on VOS (reviewed),,No 'Custard Monster' brand match; only unrelated custard-themed lines listed.,6,banana; blackberry; blueberry; butterscotch; strawberry; vanilla,,15.99,1,Custard Monster 100ml Shortfill E-Liquid,https://www.ninja-vapes.co.uk/product/custard-monster-shortfill-eliquids,,fruit monster shortfill 100ml e-liquid,0.25
ninja-vapes.co.uk,e-liquid heisenmango 100ml shortfill,?,shortfill,not on VOS (reviewed),,No Heisenmango match among VOS lookalikes.,0,,,4.99,1,E-Liquid Heisenmango 100ml Shortfill,https://www.ninja-vapes.co.uk/product/heisenmango-120-ml-shortfill,,,
ninja-vapes.co.uk,e-liquid sktles 100ml shortfill,?,shortfill,not on VOS (reviewed),,No Skittles-flavour shortfill match among VOS lookalikes.,0,,,4.99,1,E-Liquid Sktles 100ml Shortfill,https://www.ninja-vapes.co.uk/product/120-ml-skittles-shortfill-24835,,,
ninja-vapes.co.uk,e-liquid starbomb 100ml shortfill,?,shortfill,not on VOS (reviewed),,No Starburst-flavour shortfill match among VOS lookalikes.,0,,,4.99,1,E-Liquid Starbomb 100ml Shortfill,https://www.ninja-vapes.co.uk/product/120-ml-starburst-shortfill-24836,,,
ninja-vapes.co.uk,e-liquid twister lollies 100ml shortfill,?,shortfill,not on VOS (reviewed),,"'Twister Juice' on VOS is a different brand line, not 'Twister Lollies'.",0,,,4.99,1,E-Liquid Twister Lollies 100ml Shortfill,https://www.ninja-vapes.co.uk/product/twister-lollies-120-ml-shortfill,,twister juice shortfill 100ml e-liquid,0.55
ninja-vapes.co.uk,five pawns 100ml e-liquid shortfills,?,shortfill,not on VOS (reviewed),,No Five Pawns brand match among VOS lookalikes.,7,black flag risen; bowdens mate; castle long; gambit; grandmaster; queenside; symmetry six,,11.99,1,Five Pawns 100ml E-Liquid Shortfills,https://www.ninja-vapes.co.uk/product/five-pawns-100ml-e-liquid-shortfill,,,
ninja-vapes.co.uk,ignite 100ml shortfill e-liquids,?,shortfill,not on VOS (reviewed),,No Ignite brand match among VOS lookalikes.,5,banana ice; blueberry ice; mango; strawberry guava ice; watermelon,,11.99,1,Ignite 100ml Shortfill E-Liquids,https://www.ninja-vapes.co.uk/product/ignite-100ml-shortfill-eliquids,,,
ninja-vapes.co.uk,jam monster 100ml shortfill e-liquid,?,shortfill,not on VOS (reviewed),,No 'Jam Monster' brand match; Mr Jam/Just Jam/Fruit Monster are different lines.,5,lemon; mix berry; peach; raspberry; strawberry,,14.99,1,Jam Monster 100ml Shortfill E-Liquid,https://www.ninja-vapes.co.uk/product/jam-monster-shortfill-eliquids,,fruit monster shortfill 100ml e-liquid,0.25
ninja-vapes.co.uk,juice devils 100ml e-liquid shortfills,?,shortfill,not on VOS (reviewed),,No Juice Devils brand match among VOS lookalikes.,6,rainbow; raspberry; red a; strawberry; strawberry lime; tropical,,9.99,1,Juice Devils 100ml E-Liquid Shortfills,https://www.ninja-vapes.co.uk/product/juice-devils-100ml-e-liquids-shortfills,,,
ninja-vapes.co.uk,king of pod 40ml e-liquid shortfill,?,shortfill,not on VOS (reviewed),,No 'King of Pod' brand match; Donut King/Candy King/Zeus Juice are different brands.,14,fresh mint; grape berry; guava lemonade; gummy bear; ice pop; kiwi passion fruit guava; lemon lime; mango peach pineapple; mr blue; passion fruit; peach lemonade; pineapple ice; sweet strawberry ice; triple mango,,6.99,1,King of Pod 40ml E-Liquid Shortfill | Only £6.99,https://www.ninja-vapes.co.uk/product/king-of-pod-40ml-e-liquid-shortfills,,,
ninja-vapes.co.uk,mr cafe 100ml shortfill e-liquids,?,shortfill,not on VOS (reviewed),,No 'Mr Cafe' brand match; Mr Jam is a different flavour line.,4,caffe mocha; caramel latte; toffee latte; vanilla latte,,6.99,1,Mr Cafe 100ml Shortfill E-Liquids | Only £6.99,https://www.ninja-vapes.co.uk/product/mr-cafe-100ml,,Mr Jam 100Ml Shortfill E-Liquid,0.25
ninja-vapes.co.uk,pb & jam monster 100ml shortfill e-liquid,?,shortfill,not on VOS (reviewed),,No 'PB & Jam Monster' brand match among VOS lookalikes.,3,banana jam; grape jam; strawberry jam,,15.99,1,PB & Jam Monster 100ml Shortfill E-Liquid,https://www.ninja-vapes.co.uk/product/pb-jam-monster-shortfill-eliquids,,fruit monster shortfill 100ml e-liquid,0.2
ninja-vapes.co.uk,perfect bar 50/50 100ml e-liquid shortfill,?,shortfill,not on VOS (reviewed),,No 'Perfect Bar' brand match among VOS lookalikes.,7,cream soda; dark fruits; fresh mint; pear drops; raspberry pineapple smoothie; salted caramel; triple mango,,6.99,1,Perfect Bar 50/50 100ml E-Liquid Shortfill,https://www.ninja-vapes.co.uk/product/perfect-bar-50-50-100ml-shortfills,,cuttwood shortfill 100ml 50/50 e-liquid,0.45
ninja-vapes.co.uk,ripe vapes 100ml e-liquid shortfills,?,shortfill,not on VOS (reviewed),,No Ripe Vapes brand match among VOS lookalikes.,8,vct; vct bold; vct cafe; vct caramel; vct cinnamon; vct coconut; vct north; vct strawberry,,12.99,1,Ripe Vapes 100ml E-Liquid Shortfills | Only £12.99,https://www.ninja-vapes.co.uk/product/ripe-vapes-100ml-e-liquid-shortfills,,,
ninja-vapes.co.uk,scripture 50ml shortfill e-liquids 30+ flavours,?,shortfill,not on VOS (reviewed),,No Scripture-branded shortfill range on VOS; lookalikes are all unrelated brands.,30,blue crystal; blue slush; blueberry menthol; bubblegum; cherry menthol; cola; double mint; grape; ice mint; killer; lemon sherbet; menthol; mothers milk; passion fruit; pear drops; pink crystal; pink lemonade; rainbow candy; raspberry; raspberry peach; red a; red laces; rhubarb custard; strawberry; strawberry chewits; strawberry kiwi; strawberry milkshake; tobacco 1960; vamp toes; watermelon,,6.99,1,Scripture 50ml Shortfill E-Liquids | 30+ Flavours,https://www.ninja-vapes.co.uk/product/scripture-50ml-shortfills,,,
ninja-vapes.co.uk,twist 100ml shortfill e-liquids,?,shortfill,not on VOS (reviewed),,No 'Twist' branded 100ml shortfill on VOS (Twister Juice is a different brand).,20,grape white; ice pink punch; lemon bar; menthol; pampaya; peach blossom lemonade; pepino; pink punch lemonade; pom berry mix; sour rainbow; space rocks; strawberry crush lemonade; strawberry honey; sweet sour; tobacco gold; tobacco platinum; tropical pucker punch; watermelon madness; white gummy; wild watermelon lemonade,,10.99,1,Twist 100ml Shortfill E-Liquids,https://www.ninja-vapes.co.uk/product/twist-100ml-shortfill-eliquids,,,
ninja-vapes.co.uk,twist 360 range 50ml shortfill e-liquids,?,shortfill,not on VOS (reviewed),,"No 'Twist 360' range on VOS; lookalikes are Cookie Twist and Xhale ranges, unrelated.",4,fryd ice cream; triple berry; triple melon; triple red,,5.99,1,Twist 360 Range 50ml Shortfill E-Liquids,https://www.ninja-vapes.co.uk/product/twist-360-range-50ml-eliquid,,cookie twist range 50ml shortfill e-liquid,0.35
ninja-vapes.co.uk,100Ml Shortfill E-Liquid By Bar Series,bar series,shortfill,not on VOS (reviewed),,"VOS only sells Bar Series as 10ml nic salts / disposable kit, not as a 100ml shortfill line.",10,apple peach; blueberry cranberry cherry; cherry fizz; grape; lemon lime; lemon peach passion fruit; mango ice; spearmint; strawberry raspberry cherry; watermelon ice,,8.99,10,Apple Peach 100ml Shortfill E-Liquid by Bar Series,https://www.ninja-vapes.co.uk/product/apple-peach-bar-series-100ml,https://www.ninja-vapes.co.uk/product/watermelon-ice-bar-series-100ml https://www.ninja-vapes.co.uk/product/mango-ice-bar-series-100ml https://www.ninja-vapes.co.uk/product/lemon-lime-bar-series-100ml,,
ninja-vapes.co.uk,bar series gold edition 100ml shortfill e-liquids,bar series,shortfill,not on VOS (reviewed),,"VOS only sells Bar Series Gold Edition as 10ml nic salts, no 100ml shortfill version listed.",4,honeydew melon; lime raspberry cherry; pineapple peach watermelon; strawberry lime,,8.99,1,Bar Series Gold Edition 100ml Shortfill E-Liquids,https://www.ninja-vapes.co.uk/product/bar-series-gold-edition-shortfills,,,
ninja-vapes.co.uk,doozy’s seriously fusionz 100ml e liquid shortfill,doozy vape co,shortfill,not on VOS (reviewed),,No 'Seriously Fusionz' line found among VOS's Doozy products or lookalikes.,6,fantasia grape; sour raspberry cherry; sweet strawberry watermelon; triple berry ice; tropical ice blast; white peach lemon,,8.99,1,Doozy’s Seriously Fusionz 100ml E Liquid Shortfill,https://www.ninja-vapes.co.uk/product/Doozy-seriously-fusionz-100ml,,seriously soda 100ml shortfill e-liquid by doozy vape,0.2
ninja-vapes.co.uk,future juice 100ml e-liquid shortfill,future juice,shortfill,not on VOS (reviewed),,"VOS only sells Future Juice as 10ml nic salts, no 100ml shortfill listed.",14,banana cereal milk; banana custard; birthday cake shake; blue raspberry candy; butterscotch cereal milk; butterscotch custard; cherry lemonade; frosted cereal milk; grape candy; mango passion fruit; rainbow candy; strawberry kiwi watermelon; tropical pineapple; vanilla custard,,9.99,1,Future Juice 100ml E-Liquid Shortfill,https://www.ninja-vapes.co.uk/product/future-juice-100ml-e-liquid-shortfill,,,
ninja-vapes.co.uk,100Ml Shortfill E-Liquid Power By Jnp,jnp,shortfill,not on VOS (reviewed),,No JNP brand product anywhere in VOS's own-brand or lookalike lists.,5,blue raspberry lemonade; blueberry pomegranate; copper cola; lemon lime; watermelon ice,,9.99,5,Lemon and Lime 100ml Shortfill E-liquid Power by JNP,https://www.ninja-vapes.co.uk/product/lemon-lime-power-jnp,https://www.ninja-vapes.co.uk/product/copper-cola-power-jnp https://www.ninja-vapes.co.uk/product/watermelon-ice-power-jnp https://www.ninja-vapes.co.uk/product/blue-raspberry-lemonade-power-jnp,,
ninja-vapes.co.uk,ohm boy volume ii 100ml shortfill e-liquid,ohm boy,shortfill,not on VOS (reviewed),,No Ohm Boy brand product anywhere in VOS's own-brand or lookalike lists.,8,apple elderflower garden mint; cranberry apple raspberry; pear apple raspberry; pineapple mango lime; rhubarb raspberry orange blossom; sweetwater grape white peach; valencia orange passion fruit; wild strawberry,,9.99,1,Ohm Boy Volume II 100ml Shortfill E-Liquid,https://www.ninja-vapes.co.uk/product/ohm-boy-volume-ii-100ml,,,
ninja-vapes.co.uk,randm fumot 100ml shortfill e-liquids,randm,shortfill,not on VOS (reviewed),,"VOS's RandM/Fumot products are all disposable kits, refill pods or nic salts, not a shortfill e-liquid line.",20,apple berry blast; banana ice; berry lemonade; blue raspberry cherry; blueberry bubblegum; cola ice; cool mint; fizzy cherry; ice pop; mix berry; pineapple ice; rainbow; raspberry watermelon; sour candy; strawberry donut; strawberry raspberry cherry ice; strawberry watermelon lemonade; triple berry; vmt; watermelon rainbow,,9.99,1,Randm Fumot 100ml Shortfill E-Liquids | Only £9.99,https://www.ninja-vapes.co.uk/product/randm-fumot-tornado-7000-e-liquids,,,
ninja-vapes.co.uk,Ultimate Puff Heroes 100Ml,ultimate puff,shortfill,not on VOS (reviewed),,"VOS stocks many Ultimate Puff ranges (villains, sidekicks, etc.) but no 'Heroes' sub-range.",1,storm surge,,10.99,1,Ultimate Puff Heroes Storm Surge 100ml,https://www.ninja-vapes.co.uk/product/ultimate-puff-heroes-storm-surge-100ml,,,
ninja-vapes.co.uk,Ultimate Puff Heroes Captain 100Ml,ultimate puff,shortfill,not on VOS (reviewed),,Same as other Ultimate Puff Heroes items - no Heroes range on VOS.,1,cosmic,,10.99,1,Ultimate Puff Heroes Captain Cosmic 100ml,https://www.ninja-vapes.co.uk/product/ultimate-puff-heroes-captain-cosmic-100ml,,,
ninja-vapes.co.uk,Ultimate Puff Heroes Mecha 100Ml,ultimate puff,shortfill,not on VOS (reviewed),,Ultimate Puff Heroes (Mecha) range not found among VOS's extensive Ultimate Puff listings.,1,man,,10.99,1,Ultimate Puff Heroes Mecha Man 100ml,https://www.ninja-vapes.co.uk/product/ultimate-puff-heroes-mecha-man-100ml,,,
ninja-vapes.co.uk,ultimate puff heroes atomic blonde 100ml,ultimate puff,shortfill,not on VOS (reviewed),,Ultimate Puff Heroes (Atomic Blonde) range not carried by VOS.,0,,,10.99,1,Ultimate Puff Heroes Atomic Blonde 100ml,https://www.ninja-vapes.co.uk/product/ultimate-puff-heroes-atomic-blonde-100ml,,,
ninja-vapes.co.uk,ultimate puff heroes night howler 100ml,ultimate puff,shortfill,not on VOS (reviewed),,Ultimate Puff Heroes (Night Howler) range not carried by VOS.,0,,,10.99,1,Ultimate Puff Heroes Night Howler 100ml,https://www.ninja-vapes.co.uk/product/ultimate-puff-heroes-night-howler-100ml,,,
